T19AC 419:799 SEGGER J-Link V4.82 Log File (0000ms, 2775ms total)
T19AC 419:799 DLL Compiled: Mar 10 2014 19:07:45 (0000ms, 2775ms total)
T19AC 419:799 Logging started @ 2014-04-02 13:42 (0000ms, 2775ms total)
T19AC 419:799 JLINK_ExecCommand("Device = AT91SAM4SD32B", ...)Device "ATSAM4SD32B" selected (2048 KB flash, 160 KB RAM).  returns 0x00 (0002ms, 2777ms total)
T19AC 419:943 JLINK_ReadMemU8(0xE0040FDC, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2920ms total)
T19AC 419:944 JLINK_ReadMemU8(0xE0040FE0, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  A1  returns 0x01 (0001ms, 2921ms total)
T19AC 419:945 JLINK_ReadMemU8(0xE0040FE4, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  B9  returns 0x01 (0001ms, 2922ms total)
T19AC 419:946 JLINK_ReadMemU8(0xE0040FE8, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  0B  returns 0x01 (0001ms, 2923ms total)
T19AC 419:947 JLINK_ReadMemU8(0xE0040FEC, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2924ms total)
T19AC 419:948 JLINK_ReadMemU32(0xE00FF014, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  02 20 F4 FF  returns 0x01 (0002ms, 2926ms total)
T19AC 419:950 JLINK_ReadMemU32(0xE00FF018, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x01 (0001ms, 2927ms total)
T19AC 419:951 JLINK_ReadMem (0xE0001000, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  01 00 00 40  returns 0x00 (0001ms, 2928ms total)
T19AC 419:952 JLINK_ReadMem (0xE0001000, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  01 00 00 40  returns 0x00 (0001ms, 2929ms total)
T19AC 419:953 JLINK_ReadMem (0xE0001028, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2930ms total)
T19AC 419:954 JLINK_WriteMem(0xE0001028, 0x0004 Bytes, ...) -- Data:  00 01 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2931ms total)
T19AC 419:955 JLINK_ReadMem (0xE0001028, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2932ms total)
T19AC 419:956 JLINK_ReadMem (0xE0001038, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 02 00 00  returns 0x00 (0001ms, 2933ms total)
T19AC 419:957 JLINK_WriteMem(0xE0001038, 0x0004 Bytes, ...) -- Data:  00 03 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2934ms total)
T19AC 419:958 JLINK_ReadMem (0xE0001038, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 03 00 00  returns 0x00 (0002ms, 2936ms total)
T19AC 419:960 JLINK_ReadMem (0xE0001048, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2937ms total)
T19AC 419:961 JLINK_WriteMem(0xE0001048, 0x0004 Bytes, ...) -- Data:  00 01 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2938ms total)
T19AC 419:962 JLINK_ReadMem (0xE0001048, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2939ms total)
T19AC 419:963 JLINK_ReadMem (0xE0001058, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2940ms total)
T19AC 419:964 JLINK_WriteMem(0xE0001058, 0x0004 Bytes, ...) -- Data:  00 01 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2941ms total)
T19AC 419:965 JLINK_ReadMem (0xE0001058, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2942ms total)
T19AC 419:966 JLINK_ReadMem (0xE0001024, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2943ms total)
T19AC 419:967 JLINK_WriteMem(0xE0001024, 0x0004 Bytes, ...) -- Data:  1F 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2944ms total)
T19AC 419:968 JLINK_ReadMem (0xE0001024, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  0F 00 00 00  returns 0x00 (0002ms, 2946ms total)
T19AC 419:970 JLINK_ReadMem (0xE0001034, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2947ms total)
T19AC 419:971 JLINK_WriteMem(0xE0001034, 0x0004 Bytes, ...) -- Data:  1F 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2948ms total)
T19AC 419:972 JLINK_ReadMem (0xE0001034, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  0F 00 00 00  returns 0x00 (0001ms, 2949ms total)
T19AC 419:973 JLINK_ReadMem (0xE0001044, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2950ms total)
T19AC 419:974 JLINK_WriteMem(0xE0001044, 0x0004 Bytes, ...) -- Data:  1F 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2951ms total)
T19AC 419:975 JLINK_ReadMem (0xE0001044, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  0F 00 00 00  returns 0x00 (0001ms, 2952ms total)
T19AC 419:976 JLINK_ReadMem (0xE0001054, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2953ms total)
T19AC 419:977 JLINK_WriteMem(0xE0001054, 0x0004 Bytes, ...) -- Data:  1F 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2954ms total)
T19AC 419:978 JLINK_ReadMem (0xE0001054, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  0F 00 00 00  returns 0x00 (0001ms, 2955ms total)
T19AC 419:979 JLINK_ReadMem (0xE0001028, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2956ms total)
T19AC 419:980 JLINK_ReadMem (0xE0001038, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 03 00 00  returns 0x00 (0001ms, 2957ms total)
T19AC 419:981 JLINK_ReadMem (0xE0001048, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0002ms, 2959ms total)
T19AC 419:983 JLINK_ReadMem (0xE0001058, 0x0004 Bytes, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00 00 00 00  returns 0x00 (0001ms, 2960ms total)
T19AC 419:984 JLINK_WriteMem(0xE0001020, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2961ms total)
T19AC 419:985 JLINK_WriteMem(0xE0001024, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2962ms total)
T19AC 419:986 JLINK_WriteMem(0xE0001028, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2963ms total)
T19AC 419:987 JLINK_WriteMem(0xE0001030, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2964ms total)
T19AC 419:988 JLINK_WriteMem(0xE0001034, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2965ms total)
T19AC 419:989 JLINK_WriteMem(0xE0001038, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2966ms total)
T19AC 419:990 JLINK_WriteMem(0xE0001040, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2967ms total)
T19AC 419:991 JLINK_WriteMem(0xE0001044, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2968ms total)
T19AC 419:992 JLINK_WriteMem(0xE0001048, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2969ms total)
T19AC 419:993 JLINK_WriteMem(0xE0001050, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2970ms total)
T19AC 419:994 JLINK_WriteMem(0xE0001054, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2971ms total)
T19AC 419:995 JLINK_WriteMem(0xE0001058, 0x0004 Bytes, ...) -- Data:  00 00 00 00 -- CPU is running >0x1D0 JTAG>  returns 0x04 (0001ms, 2972ms total)
T19AC 419:998 JLINK_WriteVectorCatch(0x00000001) -- CPU is running >0x1D8 JTAG> -- CPU is running >0x1D0 JTAG>  returns 0x00 (0002ms, 2974ms total)
